,,,,LANÇAMENTOS POR DATA DE PAGAMENTOS,,,,,,,,,,,,,,
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34298,,GPBR PARTICIPAÇÕES LTDA,,TRANSFERENCIA DE ARQUIVOS,PIX C/C,5/9/2022,5/9/2022,5/9/2022,689.50,0,0,0,0,689.50,MENSALIDADE COLABOREADORES ,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,9.00,0,0,0,0,9.00,CÓPIA COLORIDA,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,453121,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,30.00,0,0,0,0,30.00,N.F. NO. 453121                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,453489,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,30.00,0,0,0,0,30.00,N.F. NO. 453489                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,453824,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,46.40,0,0,0,0,46.40,N.F. NO. 453824                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,453992,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,15.00,0,0,0,0,15.00,N.F. NO. 453992                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,453995,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,249.40,0,0,0,0,249.40,N.F. NO. 453995                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,454470,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,75.00,0,0,0,0,75.00,N.F. NO. 454470                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,455189,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,129.00,0,0,0,0,129.00,N.F. NO. 455189                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,455008,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,15.00,0,0,0,0,15.00,N.F. NO. 455008                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,455390,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,1.60,0,0,0,0,1.60,N.F. NO. 455390                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,455568,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,414.70,0,0,0,0,414.70,N.F. NO. 455568                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,455570,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,31.40,0,0,0,0,31.40,N.F. NO. 455570                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,455710,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,34.20,0,0,0,0,34.20,N.F. NO. 455710                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,455859,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,11.40,0,0,0,0,11.40,N.F. NO. 455859                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,455705,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,7.50,0,0,0,0,7.50,N.F. NO. 455705                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,456014,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,45.60,0,0,0,0,45.60,N.F. NO. 456014                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34336,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,455872,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,11.40,0,0,0,0,11.40,N.F. NO. 455872                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34297,,DOORS TECH SISTEMAS LTDA ME,2753,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,1392.60,0,0,0,0,1392.60,N.F. NO. 2753                           - MANUTENÇAO FOLHA DE PAGAMENTO,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34297,,INOVTI SOLUCOES EM INFORMATICA LTDA ME,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,2346.55,0,0,0,0,2346.55,LOCAÇAO DE 12 MIN PCS INTEL C WIN 10 PRO OFFICE 2013,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34297,,SBS COMERCIO E INFORMATICA LTDA,5700,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/10/2022,5/10/2022,5/10/2022,8859.05,0,0,0,0,8859.05,N.F. NO. 5700                          ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34297,,SAN BABILA CAFE LTDA EPP,25417,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/10/2022,5/10/2022,5/10/2022,1013.00,0,0,0,0,1013.00,N.F. NO. 25417                         ,ALIMENTAÇÃO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34297,,CLARO NXT TELECOMUNICACOES S/A,41366891,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,5/10/2022,5/10/2022,5/10/2022,130.58,0,0,0,0,130.58,N.F. NO. 41366891                       - REF NET TV DIGITAL 13 AND ,INTERNET
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34329,,VIA AGENCIA DIGITAL LTDA,5413,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/10/2022,5/10/2022,5/10/2022,1624.00,0,0,0,0,1624.00,N.F. NO. 5413                           - MANUTENÇAO DO WEBSITE E MARKETING DIGITAL,CRIAÇÃO E MANUTENÇÃO SITE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002349,,KABUM COMERCIO ELETRONICO S A,291484,BORDERO, ,5/10/2022,5/10/2022,5/10/2022,1388.33,0,0,0,0,1388.33,DOCTO.LIB. NO. 291484 - 2 APARELHOS SAMSUNG GALAXY A03 ADM OBRAS,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34355,,MARIA NOBRE ATELIE DE COSTURA E LAVANDERIA EIRELI - ME,3265,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,5/10/2022,5/10/2022,5/10/2022,180.00,0,0,0,0,180.00,N.F. NO. 3265                          ,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002324,,REIS OFFICE PRODUCTS SERVICOS LTDA,,BORDERO, ,5/10/2022,5/10/2022,5/10/2022,2500.00,0,0,0.8,0,2500.80,"LOCAÇAO, MANUTENÇAO E SUPRIMENTOS - IMPRESSORA CANON ADV C3730 ",MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34297,,J D R CONSULTORIA E PARTICIPACOES S A,,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,5/10/2022,5/10/2022,5/10/2022,5426.16,0,0,0,0,5426.16,ALUGUEL REF CONJUNTO 091 - REAJUSTE EM 03-2022 - 2 de 12,ALUGUEL
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34298,,MARELU PARTICIPACOES LTDA,,TRANSFERENCIA DE ARQUIVOS,PIX C/C,5/10/2022,5/10/2022,5/10/2022,10450.94,0,0,0,0,10450.94,ALUGUEL REF UNIDADES 101/102/103 10 ANDAR - COM REAJUSTE. - 2 de 12,ALUGUEL
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34306,,HUBERT IMOVEIS E ADMINISTRACAO LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/10/2022,5/10/2022,5/10/2022,1478.71,0,0,0,0,1478.71,CONDOMINIO UNIDADE 091 ,CONDOMINIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34306,,HUBERT IMOVEIS E ADMINISTRACAO LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/10/2022,5/10/2022,5/10/2022,1356.03,0,0,0,0,1356.03,CONDOMINIO UNIDADE 101,CONDOMINIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34306,,HUBERT IMOVEIS E ADMINISTRACAO LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/10/2022,5/10/2022,5/10/2022,1054.68,0,0,0,0,1054.68,CONDOMINIO UNIDADE 102 ,CONDOMINIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34306,,HUBERT IMOVEIS E ADMINISTRACAO LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/10/2022,5/10/2022,5/10/2022,1023.02,0,0,0,0,1023.02,CONDOMINIO UNIDADE 103,CONDOMINIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34284,,PREFEITURA DO MUNICIPIO DE SAO PAULO,35538,TRANSFERENCIA DE ARQUIVOS,ISS,5/10/2022,5/10/2022,5/10/2022,233.62,0,0,0,0,233.62,ISS -  N.F.: 35538 - EMPRESA TEJOFRAN DE SANEAMENTO E SERVICOS LTDA,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34297,,TELEFONICA BRASIL S A (VIVO),,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,5/10/2022,5/10/2022,5/10/2022,559.98,0,0,0,0,559.98,CONTA CEL DR RICARDO ,TELEFONIA MOVEL
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34355,,TELEFONICA BRASIL S A (VIVO),250165584,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,5/10/2022,5/10/2022,5/10/2022,1593.97,0,0,0,0,1593.97,N.F. NO. 250165584                      - CONTA MES 04-2022,TELEFONIA FIXA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34297,,MARSALA EVENTOS EIRELI,874,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,5/10/2022,5/10/2022,5/10/2022,1000.00,0,0,0,0,1000.00,N.F. NO. 874                           ,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34297,,SIND. DA IND. DA CONSTR. CIVIL DE GRANDES ESTRUTURAS NO ESTA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/10/2022,5/10/2022,5/10/2022,1328.73,0,0,0,0,1328.73,ANUALIDADE SINDUSCON DE RECOLHIMENTO DA CONTRIBUIÇAO DE ASSOCIATIVA ,ANUALIDADES - SINDUSCON
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34297,,SIND. DOS TRABALHADORES NAS IND.S DA CONSTR. CIVIL DE SAO PA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/10/2022,5/10/2022,5/10/2022,200.00,0,0,0,0,200.00,PGTO. CONTRIBUIÇÃO ASSOCIATIVA FUNC - CRY,PESSOAL - CONTRIBUIÇÕES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34332,,RICARDO COSLOP 34470060801,361,TRANSFERENCIA DE ARQUIVOS,PIX C/C,5/11/2022,5/11/2022,5/11/2022,350.00,0,0,0,0,350.00,N.F. NO. 361                           ,MENSAGEIRO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34332,,RICARDO COSLOP 34470060801,360,TRANSFERENCIA DE ARQUIVOS,PIX C/C,5/11/2022,5/11/2022,5/11/2022,4509.34,0,0,0,0,4509.34,N.F. NO. 360                           ,MENSAGEIRO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002403,,FOLHA DE PAGAMENTO,,BORDERO, ,5/11/2022,5/12/2022,5/12/2022,1511.00,0,0,0,0,1511.00,PGTO. ADIANTAMENTO REF. À MAIO/22 FUNC - CRY,PESSOAL - ADIANTAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34329,,PRADO CHAVES ARQUIVOS E SISTEMAS LTDA,48172,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/12/2022,5/12/2022,5/12/2022,3186.21,0,0,0,0,3186.21,N.F. NO. 48172                         ,ARQUIVO MORTO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,J DI PAES E DOCES LTDA EPP,903,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,5/13/2022,5/13/2022,5/13/2022,501.60,0,0,0,0,501.60,N.F. NO. 903                           ,ALIMENTAÇÃO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34329,,MARQUEZANI COMERCIO DE PRODUTOS PARA INFORMATICA LTDA,11251,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/13/2022,5/13/2022,5/13/2022,1916.00,0,0,0,0,1916.00,N.F. NO. 11251                         ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34328,,PREFEITURA DO MUNICIPIO DE SAO PAULO,,TRANSFERENCIA DE ARQUIVOS,IPTU,5/13/2022,5/13/2022,5/13/2022,553.84,0,0,0,0,553.84,IPTU SOBRE CONJUNTO 103  10 ANDAR  01/10 - CONTRIBUINTE:036.019.0311-3 - 4 de 10,IPTU
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34328,,PREFEITURA DO MUNICIPIO DE SAO PAULO,,TRANSFERENCIA DE ARQUIVOS,IPTU,5/13/2022,5/13/2022,5/13/2022,577.54,0,0,0,0,577.54,IPTU SOBRE CONJUNTO 0102  10 ANDAR  01/10 - CONTRIBUINTE:036.019.0310-5 - 4 de 10,IPTU
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34328,,PREFEITURA DO MUNICIPIO DE SAO PAULO,,TRANSFERENCIA DE ARQUIVOS,IPTU,5/13/2022,5/13/2022,5/13/2022,795.96,0,0,0,0,795.96,IPTU SOBRE CONJUNTO 101  10 ANDAR  01/10 - CONTRIBUINTE:036.019.0309-1 - 4 de 10,IPTU
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34425,,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S A,408224215,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,5/16/2022,5/16/2022,5/16/2022,259.22,0,0,0,0,259.22,N.F. NO. 408224215                      - CONTA ENERGIA CONJUNTO 135,ENERGIA ELETRICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,AUTODOC PROCESSAMENTO DE DADOS LTDA,177474,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/16/2022,5/16/2022,5/16/2022,3095.50,0,0,0,0,3095.50,N.F. NO. 177474                        ,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,SERET AR CONDICIONADO EIRELI ME,1262,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/16/2022,5/16/2022,5/16/2022,1670.00,0,0,0,0,1670.00,N.F. NO. 1262                          ,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,ESTABILIS CLOUD TECNOLOGIA LTDA ,7460,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/16/2022,5/16/2022,5/16/2022,364.82,0,0,0,0,364.82,N.F. NO. 7460                          ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,INOVTI SOLUCOES EM INFORMATICA LTDA ME,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/16/2022,5/16/2022,5/16/2022,17141.99,0,0,0,0,17141.99,LINCAS PLATAFORMA 365 102 OFFICE STANDARD 35 PROECTS 75 OFFICES BAISC 1 VISIO 1 POWER BI PRO,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002447,,SOFTMATIC SISTEMAS AUTOMATICOS DE INFORMATICA LTDA,1874195,BORDERO, ,5/16/2022,5/16/2022,5/16/2022,416.78,0,0,0,0,416.78,N.F. NO. 1874195                       ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002463,,K.R.S. PRADO TECNOLOGIA DA INFORMAÇÃO EIRELI,49,BORDERO, ,5/16/2022,5/16/2022,5/16/2022,8833.34,0,0,0,0,8833.34,N.F. NO. 49                            ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,LOGGI TECNOLOGIA LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/16/2022,5/16/2022,5/16/2022,84.66,0,0,0,0,84.66,DESPESAS COM A PLATAFORMA LOGGI ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,TELEFONICA BRASIL S A (VIVO),254214768,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,5/16/2022,5/16/2022,5/16/2022,2998.37,0,0,0,0,2998.37,N.F. NO. 254214768                      - LINK INTERNET DEDICADA ,INTERNET
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,LOGGI TECNOLOGIA LTDA,4128751,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/16/2022,5/16/2022,5/16/2022,24.69,0,0,0,0,24.69,N.F. NO. 4128751                       ,MENSAGEIRO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,SOMPO SAUDE SEGUROS S.A.,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/16/2022,5/16/2022,5/16/2022,59182.19,0,0,0,0,59182.19,PAGT SOMPO MAIO/2022,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002447,,SUL AMERICA COMPANHIA NACIONAL DE SEGUROS,,BORDERO, ,5/16/2022,5/16/2022,5/16/2022,117.96,0,0,0,0,117.96,PAGT SEGURO VIDA SULAMERICA - PJ,PESSOAL - SEGURO DE VIDA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002447,,SUL AMERICA COMPANHIA NACIONAL DE SEGUROS,,BORDERO, ,5/16/2022,5/16/2022,5/16/2022,599.63,0,0,0,0,599.63,PAGT SEGURO VIDA SULAMERICA,PESSOAL - SEGURO DE VIDA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,DOCUSIGN BRASIL SOLUÇOES EM TENCOLOGIA LTDA ,484272,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/17/2022,5/17/2022,5/17/2022,105.30,0,0,0,0,105.30,N.F. NO. 484272                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,DOCUSIGN BRASIL SOLUÇOES EM TENCOLOGIA LTDA ,484267,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/17/2022,5/17/2022,5/17/2022,1053.03,0,0,0,0,1053.03,N.F. NO. 484267                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34457,,SAN BABILA CAFE LTDA EPP,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/17/2022,5/17/2022,5/17/2022,350.00,0,0,0,0,350.00,LOCAÇAO MAQUINA DE CAFE EXPRESSO REF FATURA 8502 ,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,STA GEMMA FLORICULTURA LTDA ME,2542,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/17/2022,5/17/2022,5/17/2022,325.00,0,0,0,0,325.00,N.F. NO. 2542                          ,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S A,,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,5/17/2022,5/17/2022,5/17/2022,879.84,0,0,0,0,879.84,CONTA ENERGIA CONJUNTO 102 - 10 ANDAR ,ENERGIA ELETRICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S A,408173481,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,5/17/2022,5/17/2022,5/17/2022,249.95,0,0,0,0,249.95,N.F. NO. 408173481                      - CONTA ENERGIA CONJUNTO 91 ,ENERGIA ELETRICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S A,408171656,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,5/17/2022,5/17/2022,5/17/2022,223.85,0,0,0,0,223.85,N.F. NO. 408171656                      - CONTA ENERGIA CONJUNTO 96,ENERGIA ELETRICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S A,408234458,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,5/17/2022,5/17/2022,5/17/2022,643.56,0,0,0,0,643.56,N.F. NO. 408234458                      - CONTA ENERGIA CONJUNTO 134,ENERGIA ELETRICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,TELEFONICA BRASIL S A (VIVO),177984634,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,5/17/2022,5/17/2022,5/17/2022,7050.06,0,0,0,0,7050.06,N.F. NO. 177984634                      - CONTA CEL FUNCIONARIOS,TELEFONIA MOVEL
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,LABORATORIO DE PATOLOGIA CIRURGICA DE SAO PAULO,44444,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/17/2022,5/17/2022,5/17/2022,1032.35,0,0,0,0,1032.35,N.F. NO. 44444                         ,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,BANCO ITAUCARD S A,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/18/2022,5/18/2022,5/18/2022,3537.25,0,0,0,0,3537.25,FATURA REF CARTAO FINAL 7683 CARTAO CORPORATIVO,CARTÃO CORPORATIVO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34384,,MARQUEZANI COMERCIO DE PRODUTOS PARA INFORMATICA LTDA,11256,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/18/2022,5/18/2022,5/18/2022,508.80,0,0,0,0,508.80,N.F. NO. 11256                         ,SUPRIMENTOS INFORMATICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34471,,99TAXIS DESENVOLVIMENTO DE SOFTWARE LTDA,30366,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/18/2022,5/18/2022,5/18/2022,187.00,0,0,0,0,187.00,N.F. NO. 30366                          - B2B SOFTWARE ,SOFTWARE - AQUISIÇÃO DE LICEN.
